,ds,y,ma4,var4,momentum0,rsi,MACD,upper_band,ema,diff4,lower_band,momentum1,kalman
0,1993-01-07,1914.69,478.6725,957.344999999998,1914.69,100.0,-238.90663684307447,2499.9290849655044,1276.4603308804087,478.6725,-1011.6652388116588,1914.69,1452.9259980749737
1,1993-01-14,1897.43,953.03,1100.4868130968212,-17.25999999999999,99.10660213773647,-104.72921431063035,2509.533940012367,1690.4401102934696,474.3575,-1016.2247092431368,1897.43,1757.924433372723
2,1993-01-21,1889.43,1425.3875,950.3167937193364,-8.0,98.69790458516972,0.9487533619441136,2519.5265739518727,1823.10003676449,472.3575000000001,-1021.8896508749496,-25.25999999999999,1854.002236388882
3,1993-01-28,1882.65,1896.05,13.8171198156923,-6.779999999999973,98.35416313510348,83.19129747641102,2527.957590701623,1862.80001225483,470.66250000000014,-1025.2845137785462,-14.779999999999973,1897.024158174634
4,1993-02-04,1988.24,1914.4375,49.57110810073342,105.58999999999992,98.43883994698685,155.0719427438687,2556.167351692202,1946.42667075161,18.387499999999815,-1041.1558132306634,98.80999999999996,1961.57251999402
5,1993-02-11,1999.16,1939.87,62.37863683453415,10.920000000000073,98.44710261530408,210.48708352226367,2591.906738053677,1981.5822235838705,25.43250000000012,-1060.5836611306006,116.51,1986.1842189339136
6,1993-02-18,1998.35,1967.1,56.51875264017664,-0.8100000000001728,98.40846878709333,251.4377668262657,2637.779107096316,1992.7607411946235,27.22999999999979,-1086.3983378655462,10.1099999999999,1991.3636582857932
7,1993-02-25,1985.09,1992.71,7.105336023129556,-13.259999999999993,97.78030241032872,279.59889065841367,2688.5695593490864,1987.646913731541,25.610000000000127,-1109.979559349086,-14.070000000000164,1986.0804977317723
8,1993-03-04,1977.58,1990.045,10.51957698776774,-7.509999999999991,97.42807532544776,297.8765714427575,2786.778563594363,1980.9356379105136,-2.665000000000191,-1056.067025132824,-20.769999999999985,1982.280685960157
9,1993-03-10,1995.73,1989.1875,9.631186756309017,18.15000000000009,97.45027270954888,310.24530240349736,2889.7012472590486,1990.7985459701715,-0.8574999999998454,-1005.472016489818,10.6400000000001,1985.5205236211484
10,1993-03-18,1981.38,1984.945,7.816429278655155,-14.349999999999907,66.45610225534224,315.2564912005903,2925.0587268147365,1984.5195153233904,-4.242500000000064,-1016.6802652762752,3.800000000000182,1973.4708620033591
11,1993-03-25,1942.57,1974.315,22.56044990689468,-38.81000000000017,60.06780265857789,312.4985044763723,2958.273129679832,1956.5531717744636,-10.629999999999882,-1029.801591218294,-53.16000000000008,1949.5766399783477
12,1993-04-01,1927.7,1961.845,31.975074146405284,-14.86999999999989,58.28175719541224,305.591318289381,2968.128422246624,1937.317723924821,-12.470000000000027,-1015.8207299389312,-53.680000000000064,1936.1754161170352
13,1993-04-07,1939.43,1947.77,23.302593560976334,11.730000000000018,62.029661016949134,297.6306771571967,3028.999515016743,1938.7259079749404,-14.075000000000044,-927.5048996321276,-3.1399999999998727,1935.4667989869752
14,1993-04-15,1923.69,1933.3475,9.077680963109,-15.740000000000007,27.916524119055826,286.7474326805764,3075.3387749548974,1928.70196932498,-14.422500000000127,-825.8680057241279,-4.009999999999991,1928.822974527788
15,1993-04-22,1938.43,1932.3125,7.825285404890245,14.740000000000007,29.752617190104715,276.12660285289576,3109.8519364721506,1935.1873231083264,-1.0349999999998545,-711.2711672413816,-1.0,1929.866185860484
16,1993-04-29,1907.52,1927.2675,15.003222709403689,-30.91000000000008,24.779252512911683,262.1955041093074,3127.209741100205,1916.7424410361089,-5.044999999999845,-581.8966641771281,-16.170000000000073,1918.0844074237768
17,1993-05-06,1909.04,1919.67,14.476617929196443,1.5199999999999818,27.410443771163813,248.4135647459134,3129.401708589281,1911.6074803453696,-7.597500000000082,-437.2394008969736,-29.3900000000001,1922.1236656095907
18,1993-05-13,1955.87,1927.715,23.55213295368312,46.82999999999993,44.77245364796532,238.51624117831147,3118.2484508450434,1941.1158267817896,8.044999999999845,-275.6346046911974,48.34999999999991,1945.756749029775
19,1993-05-20,1962.29,1933.68,29.452806317927035,6.420000000000073,41.46590445079623,228.55509222271823,3087.0137711608445,1955.2319422605967,5.9650000000001455,-93.45454039161405,53.25,1954.244438339868
20,1993-05-27,1960.68,1946.97,25.43332066406933,-1.6099999999999,44.34981984932852,218.0175485399775,3030.464207782124,1958.863980753532,13.289999999999736,113.91656144864578,4.810000000000173,1950.683262004432
21,1993-06-03,1919.01,1949.4625,20.48404155274825,-41.67000000000007,43.66802838099334,203.9555618005934,2938.2322251777414,1932.2946602511772,2.492500000000064,353.7646978991818,-43.27999999999997,1932.151178964123
22,1993-06-10,1925.4,1941.845,22.837326901398665,6.3900000000001,49.35233160621763,191.1232185992053,2799.1058931871794,1927.6982200837256,-7.617499999999836,640.9987221974361,-35.27999999999997,1933.299051960588
23,1993-06-17,1934.13,1934.805,18.32945989387889,8.730000000000018,48.48189734188819,179.58709145243233,2575.211887438603,1931.986073361242,-7.039999999999964,1013.6719587152434,15.120000000000118,1946.276380726659
24,1993-06-24,1992.54,1942.77,33.753799786118186,58.409999999999854,65.8472586659301,173.15846009903112,1944.088402065068,1972.3553577870807,7.9650000000001455,1798.0677517810857,67.13999999999987,1977.443876399305
25,1993-07-01,1987.4,1959.8675,35.004562916874654,-5.139999999999873,61.79261185763138,165.73853509580704,2021.1334281631505,1982.3851192623604,17.097499999999854,1873.8996487599263,53.26999999999998,1986.003731646501
26,1993-07-08,1989.5,1975.8925,27.92151067429641,2.099999999999909,72.92249189128736,158.2037377082263,2022.493043856312,1987.1283730874536,16.024999999999864,1878.29464845138,-3.039999999999964,1992.4725644757364
27,1993-07-15,2010.33,1994.9425,10.473096883680023,20.829999999999927,75.56150002523599,152.15816855258322,2025.4097924205143,2002.5961243624845,19.049999999999955,1884.0625152717928,22.92999999999984,2003.3930479794424
28,1993-07-22,2000.29,1996.88,10.596625249025807,-10.039999999999964,63.765960084294086,144.8869896506967,2024.4206165262356,2001.058708120828,1.9375,1893.579383473765,10.789999999999964,2003.924896554235
29,1993-07-29,2012.55,2003.1675,10.55798710305725,12.259999999999993,65.03170235674128,138.51653448313118,2031.7206481546343,2008.7195693736091,6.287500000000136,1896.2716595376733,2.2200000000000277,2009.900290535484
30,1993-08-05,2009.94,2008.2775,5.447662342847769,-2.6099999999999,64.64502318943991,131.7387030022578,2033.6424000984705,2009.533189791203,5.110000000000127,1896.019138363068,9.650000000000093,2011.907534785703
31,1993-08-12,2031.36,2013.535,13.000703827166737,21.419999999999845,87.97404177651605,126.6351219889998,2038.8244289798931,2024.084396597068,5.257499999999936,1893.3140325585684,18.809999999999945,2016.8613181698288
32,1993-08-18,2001.14,2013.7475,12.715872954764375,-30.2199999999998,72.04820680018642,118.78354880651295,2039.9546142474576,2008.7881321990224,0.2124999999998635,1892.39846267562,-8.799999999999955,2000.102177486187
33,1993-08-26,1985.51,2006.9875,19.132975679047117,-15.63000000000011,64.37926788313001,110.03190602956649,2040.2562392387304,1993.2693773996743,-6.759999999999991,1892.1291453766544,-45.84999999999991,1981.7888154117877
34,1993-09-02,1961.67,1994.92,29.215706962778565,-23.83999999999992,39.28794503435351,100.0200692070589,2038.591070586168,1972.2031257998915,-12.067499999999882,1892.5704678753707,-39.47000000000003,1957.902684767636
35,1993-09-09,1913.68,1965.5,38.16888348731391,-47.99000000000001,30.282443564780067,87.209021635721,2037.7913043011008,1933.187708599964,-29.420000000000076,1887.0586956989,-71.82999999999993,1928.3747012614224
36,1993-09-16,1897.73,1939.6475,40.90536751659881,-15.950000000000044,27.147766323024,74.90600673235576,2038.4996428701927,1909.549236199988,-25.852499999999964,1879.9157417451916,-63.940000000000055,1920.853196442383
37,1993-09-23,1961.43,1933.6275,32.89323169997119,63.700000000000045,39.9655257325782,69.4934892528986,2038.0836589810883,1944.1364120666628,-6.019999999999982,1881.7824948650648,47.75,1947.9605092247305
38,1993-09-30,1956.17,1932.2525,31.41185590932161,-5.259999999999991,40.76523777628937,64.04144205766261,2038.6859696321,1952.1588040222207,-1.375,1883.3701842140545,58.440000000000055,1954.896193036896
39,1993-10-07,1956.17,1942.875,30.19863738650089,0.0,37.56067425646458,59.04006477601661,2037.7372899925315,1954.8329346740736,10.622499999999944,1885.606556161315,-5.259999999999991,1959.924250059893
40,1993-10-14,1951.25,1956.255,4.157126411529387,-4.920000000000073,37.18167125322149,54.05637222507721,2038.2727965605727,1952.4443115580243,13.38000000000011,1887.1910495932732,-4.920000000000073,1970.574593814656
41,1993-10-21,2015.4,1969.7475,30.52324401176092,64.15000000000009,47.06250460133995,54.65218618674248,2040.1781589036136,1994.4147705193416,13.492500000000064,1891.2064564810016,59.23000000000002,2010.1650469568065
42,1993-10-28,2052.39,1993.8025,48.7369383356704,36.98999999999978,59.20339043924861,57.44643157543578,2048.838677962489,2033.0649235064477,24.05499999999984,1893.689783575973,101.13999999999989,2041.915743405444
43,1993-11-04,2059.62,2019.665,49.55175778922206,7.230000000000018,63.72254934636891,59.55763660352204,2061.445248377597,2050.7683078354826,25.862499999999955,1892.666290083941,44.2199999999998,2057.9804112365946
44,1993-11-10,2072.28,2049.9225,24.43897757685212,12.66000000000031,71.36565578520378,61.54274549454567,2073.646052397073,2065.1094359451613,30.257500000000164,1889.420101449081,19.890000000000327,2071.58966506948
45,1993-11-18,2088.09,2068.095,15.6608524672819,15.809999999999944,88.47222834958306,63.65769924247616,2087.1872576261267,2080.429811981721,18.172499999999676,1885.5558192969509,28.47000000000025,2084.1650876821705
46,1993-11-23,2093.62,2078.4025,15.445466163311758,5.529999999999745,95.29248554913292,65.0303384357776,2096.658348620025,2089.2232706605737,10.307500000000346,1886.310882149206,21.33999999999969,2090.862643318544
47,1993-12-02,2104.78,2089.6925,13.525544659472784,11.16000000000031,93.7816871296805,66.2548209841857,2108.5618867035505,2099.594423553525,11.289999999999964,1888.697344065681,16.690000000000055,2093.430838992853
48,1993-12-09,2074.1,2090.1475,12.753089495049094,-30.68000000000029,81.17696822291532,64.0119695370663,2114.229496752605,2082.598141184508,0.4549999999999272,1894.4681955550868,-19.519999999999985,2079.0027674155926
